headline,date,document_type,type_of_material,section_name,keywords,snippet,source,lead_paragraph
"Good Dog, Smart Dog",2009-10-31,article,News,Week in Review,"['Mental Health and Disorders', 'Dogs', 'Intelligence (IQ)']",The increasingly complicated work of service dogs suggests there’s more to the canine brain than a good nose and an instinct to please.,The New York Times,"Life as a Labradoodle may sound free and easy, but if you’re Jet, who lives in New Jersey, there is a lot of work to be done. "
Metropolitan Diary,2009-11-09,article,News,New York,"['Dogs', 'Gardens and Gardening', 'Music', 'Chickens', 'Storage']","Ushers play invisible instruments at Carnegie Hall, a chicken roams Prospect Park and scenes from the sidewalks of New York.",The New York Times,DEAR DIARY:
"Picked From a Lineup, on a Whiff of Evidence",2009-11-04,article,News,U.S.,"['False Arrests, Convictions and Imprisonments', 'Police', 'Dogs', 'Odors']",Procedures in which dogs choose a suspect’s smell out of a group are under fire.,The New York Times,"HOUSTON  A dog’s sniff helped put Curvis Bickham in jail for eight months. Now that the case against him has been dropped, he wants to tell the world that the investigative technique that justified his arrest smells to high heaven."
Scout Takes a Splash,2009-11-02,article,News,Home & Garden,"['Dogs', 'Swimming']",Some people swim with dolphins. I swim with dogs.,The New York Times,Some people swim with dolphins. I swim with dogs.
"Selling a Charitable Feeling, Along With Treats for the Dog",2009-10-09,article,News,Business Day,"['Online Advertising', 'Dogs', 'Advertising and Marketing', 'Social Networking (Internet)']",Del Monte Foods is making its donations to an organization named Canine Assistants the centerpiece of a campaign for its Milk-Bone line of dog treats.,The New York Times,"ONE of the most popular tactics in consumer advertising these days is what is known as cause marketing or cause-related marketing, whereby companies seek to do well by doing good. So widespread has cause marketing become that it is being expanded from products for people to products for their pets."
"Whispering to Rottweilers, and to C.E.O.’s",2009-10-10,article,News,Business Day,"['Dogs', 'Pets', 'Sales', 'Television']","Cesar Millan, the “Dog Whisperer,” is a cultural icon, commanding respect wherever he goes. He has helped scores of celebrities and moguls in dealing with their pets.",The New York Times,LOS ANGELES
Bless the Beasts and Doris Day Too,2009-10-07,article,News,Arts,"['Animals', 'Music', 'Dogs', 'Cruelty to Animals']",Nellie McKay finds inspiration in a singer and advocate for animal rights.,The New York Times,"NELLIE MCKAY hadn’t made it a block from her Upper West Side apartment when she stopped abruptly, leash in hand, halfway across Central Park West. “Oh,” she said, eyes widening. “I forgot Hank’s ‘Adopt Me’ vest. Can we go back and get it?”"
Court Hears Free-Speech Case on Dogfight Videos,2009-10-07,article,News,U.S.,"['Freedom of Speech and Expression', 'Dogfighting', 'Cruelty to Animals', 'First Amendment (US Constitution)']",The most important free speech case this term questions a ban on trafficking in “depictions of animal cruelty.”,The New York Times,WASHINGTON  Justice Samuel A. Alito Jr. wanted to know if Congress could ban a “Human Sacrifice Channel” on cable television. 
Exploring the Health Benefits of Pets,2009-10-05,article,News,Health,"['Autism', 'Dogs', 'Pets', 'Medicine and Health', 'Children and Youth', 'Health Insurance and Managed Care']",Organizations joined forces in an effort to explore the sway animals have on the well-being of children.,The New York Times,"When Chad, a yellow Labrador retriever, moved in with Claire Vaccaro’s family in Manhattan last spring, he already had an important role. As an autism service dog, he was joining the family to help protect Ms. Vaccaro’s 11-year-old son, Milo  especially in public, where he often had tantrums or tried to run away."
Paws for a Cause From Milk-Bone,2009-10-05,article,News,Business Day,"['Online Advertising', 'Dogs', 'Advertising and Marketing', 'Social Networking (Internet)']",Campaign Spotlight.,The New York Times," One of the most popular tactics in consumer advertising these days is what is known as cause marketing or cause-related marketing, whereby companies seek to do well by doing good. So widespread has cause marketing become that it is being expanded from products for people to products for their pets."
Health Insurance for Humphrey,2009-10-05,article,News,Home & Garden,"['Dogs', 'Medicine and Health', 'Pets', 'Health Insurance and Managed Care']","When I mentioned that I had bought my dog his own health care policy, friends snickered But two years later, my decision has more than paid off in what is hardly a laughing matter.",The New York Times,“How can I assist you and Humphrey today?” the woman at the other end of the line asked. 
"An Affection Multiplier, With Four Feet and Wet Nose",2009-10-02,article,News,Fashion & Style,"['Dogs', 'Pets', 'Love (Emotion)', 'Marriages']",A couple wonders if a dog can really change the dynamic of their marriage.,The New York Times,"THE nine-pound longhaired miniature dachshund at the animal shelter wasn’t the kind of dog I imagined walking in Manhattan. She was a little lap dog and a cliché, too small for someone as insecure and image conscious as me. And her name was Zoe  too cutesy. I put a deposit down on her anyway. "
House Leaders Trying to Give All Democrats a Say,2009-10-01,article,News,U.S.,"['United States Politics and Government', 'Health Insurance and Managed Care', 'Reform and Reorganization', 'Law and Legislation']","Despite their majority in the House, Democratic leaders trying to pass health care legislation must bridge big cracks in their ranks, especially over taxes and abortion.",The New York Times,WASHINGTON  The Senate poses the main hurdle to President Obama’s effort to overhaul the health care system. But passing so far-reaching a bill in the House is not going to be easy either.
"Urbanhound, After 10 Years, Shuts Down",2009-09-25,article,News,New York,"['Dogs', 'Computers and the Internet']","Urbanhound, a Web site that was conceived as “the city dog’s ultimate survival guide,” announced that it had run its course.",The New York Times,"A decade is a long time in dog years, and in Web years, too. "
Free Speech Battle Arises From Dog Fighting Videos,2009-09-19,article,News,U.S.,"['Freedom of Speech and Expression', 'Dogfighting', 'Recordings and Downloads (Video)', 'Decisions and Verdicts', 'Cruelty to Animals', 'First Amendment (US Constitution)']",The Supreme Court is being asked to rule that a category of expression deserves no First Amendment protection.,The New York Times,"WASHINGTON  The next great First Amendment battle in the Supreme Court concerns, of all things, dogfight videos."
Large Dogs in Public Housing Are Now Endangered Species,2009-09-23,article,News,New York,"['Public Housing', 'Dogs']","Since April, at least 113 dogs have been surrendered by their owners because of a ban in New York City public housing on dogs who weigh more than 25 pounds.",The New York Times," Tyson was a tough-looking, head-turning dog  a 60-pound, year-old American Staffordshire terrier with a silver-gray coat and blue eyes. But the only thing tough about him was his name, his owner said."
A Painful but Necessary Goodbye,2009-09-21,article,News,Home & Garden,"['Pets', 'Dogs']","While I yearned to have my puppy London around, I also believed that it would be only in my interest to have her in the city.",The New York Times,"I ADOPTED my puppy in 2002, my senior year of college, when I was 22 and she was 8 weeks old. She was an adorable yellow Lab mix with light blond hair, deep brown eyes and a trust of people that none of the other puppies showed. I took her home to Fort Collins, Colo., and from that day on we were inseparable. "
Tie to Pets Has Germ Jumping to and Fro,2009-09-21,article,News,Health,"['Dogs', 'Medicine and Health', 'Pets', 'Antibiotics', 'Methicillin-Resistant Staphylococcus Aureus']",A germ that used to be of concern only in humans but has leaped to pets can be curtailed with hand washing.,The New York Times,"For decades, the drug-resistant germ called MRSA was almost exclusively a concern of humans, usually in hospitals and other health care settings. "
Oregon Wants ‘Dog Friendly’ to Be Less So,2009-09-03,article,News,U.S.,"['Shopping and Retail', 'Supermarkets', 'Pets', 'Dogs']","Portland, Ore., is a city of dog lovers, many of whom see no problem in taking their pets into food stores. Not everyone is pleased to see them.",The New York Times,"PORTLAND, Ore.  Star stopped to scratch herself beside the carrot ginger soup. "
"In Taming Dogs, Humans May Have Sought a Meal",2009-09-07,article,News,Science,"['Genetics and Heredity', 'Wolves', 'Dogs', 'DNA (Deoxyribonucleic Acid)', 'Science and Technology']","A DNA study suggests a single domestication event in China, as well as a reason behind it.",The New York Times,"The dog has so many fine qualities it is hard to know which it was prized and bred for by the early people who first domesticated its noble ancestor, the wolf. Was it the dog’s valor in the hunt, perhaps, or its role as night watchman, or its strength in pulling a sled, or its companionable warmth on cold nights?"
Three Genes Determine the Nature of a Dog’s Coat,2009-08-27,article,News,Science,"['Dogs', 'Genetics and Heredity', 'DNA (Deoxyribonucleic Acid)']","All the variations of coat in dog breeds are determined by three genes, researchers have found.",The New York Times,"How did the dog get its coat? Kipling never pondered that question  he was more concerned with how the leopard got its spots, among other things  but scientists have. And the answer, they report in Science, lies in just three genes."
Conservative Democrats Expect a Health Deal,2009-09-02,article,News,U.S.,"['United States Politics and Government', 'Health Insurance and Managed Care', 'Reform and Reorganization']","Despite a summer of discontent, many members of the conservative Democratic Blue Dogs Coalition say agreement on a health care plan is possible.",The New York Times,"WASHINGTON  Like her colleagues, Representative Stephanie Herseth Sandlin, a South Dakota Democrat and leader of the fiscally conservative Blue Dog Coalition, has been weathering the summer of health care discontent."
Pets Are the Portable Part of a Tennis Player’s Entourage,2009-08-30,article,News,Sports,"['Dogs', 'Tennis', 'United States Open (Tennis)', 'Pets', 'Travel and Vacations']","Tennis players have toured with their pets for years, but recent changes in the travel industry and at tournaments have players worried about a dog-free tour.",The New York Times,"A three-pound Chihuahua named Princess, not much bigger than a tennis ball with legs, scampered happily under the pool table in a corner of the players lounge at the WTA tour stop near Cincinnati a few weeks ago. "
Vick Takes His First Steps Back,2009-08-28,article,News,Sports,"['Dogfighting', 'Demonstrations and Riots', 'Football', 'Cruelty to Animals']","Protests were light, and some fans applauded Michael Vick, who made his debut with the Eagles after having served prison time for his role in a dogfighting operation.",The New York Times,"PHILADELPHIA  Outside the gates to Lincoln Financial Field, the tempest that surrounded Michael Vick for nearly two years barely reached a simmer."
"An Aide for the Disabled, a Companion, and Nice and Furry",2009-08-21,article,News,Health,"['Blindness', 'Dogs', 'Handicapped', 'Medicine and Health']","No longer just guides to the blind, service dogs are now helping people with many disabilities, but a well-trained dog can be a heavy cost.",The New York Times,"BECAUSE she suffers from a rare genetic disorder, 17-year-old Siobhan O’Connor walks with braces and cannot speak. Her assistance dog, Gaynor, helps Siobhan keep her balance and navigate crowds when she leaves her Santa Monica, Calif., home. The dog can also pick up dropped items or open and close doors. "
Research Undermines Dog Domestication Theory,2009-08-03,article,News,Science,"['Wolves', 'Dogs', 'Research', 'DNA (Deoxyribonucleic Acid)', 'Science and Technology']","A new report “leaves in disarray” the thesis that dogs evolved in East Asia, scientists say.",The New York Times,"Few people spend their honeymoon catching and drawing blood from village dogs up and down Africa. But Ryan and Corin Boyko, two anthropologists at the University of California, Davis, chose this way to collect valuable genetic data that is casting a new light on the domestication of dogs."
2008 Law Leading to Crackdown on Pennsylvania Puppy Mills,2009-08-18,article,News,U.S.,"['Dogs', 'Regulation and Deregulation of Industry', 'Pets', 'Breeding of Animals', 'Cruelty to Animals']",The shutdown of a Pennsylvania dog kennel was the result of a 2008 law intended to fight conditions that have fueled the state’s reputation as the “puppy mill” capital of the East.,The New York Times,"PHILADELPHIA  At the Almost Heaven kennel, a commercial dog breeder in Emmaus, Pa., more than 200 dogs lived in wire-floored cages and suffered from matted fur, ear infections and mange because of dirty conditions and a lack of veterinary care, according to state officials."
Matchmaking in India: Canine Division,2009-08-18,article,News,World,"['Breeding of Animals', 'Dogs']",The mostly-male designer dogs owned by the surging middle class are having a hard time finding mates.,The New York Times,"NEW DELHI  Their lonely-hearts faces peer out of the advertisements, hangdog and looking for love. "
"Snappish at First, Now All Warm and Fuzzy",2009-08-15,article,News,Fashion & Style,"['Online Dating', 'Dogs']",A tale of startled dog bites man strengthens a couple's bond.,The New York Times,"THE local newspaper columnist had most of the details wrong. He said a middle-aged man lay on the ground, bleeding profusely, while his middle-aged wife stood above him, wringing her hands. He also invented two bystanders, one of whom asked, “What happened?” to which the other responded, “His dog head-butted him.”"
Vick Makes Promising Start on Second Chance,2009-08-15,article,News,Sports,"['Dogfighting', 'Football']","In a 30-minute news conference one day after signing with the Philadelphia Eagles, Michael Vick said all the right things. Now he has to live up to them.",The New York Times,"Regardless of what Michael Vick accomplishes over the next two seasons, he will be followed by the shame of his actions. Vick’s challenge is to discover what he can do from this point on to make certain that the good in the rest of his life outweighs the bad."
Vick Divides a Shocked Philadelphia Fan Base,2009-08-14,article,News,Sports,"['Football', 'Cruelty to Animals', 'Dogfighting']","Whether or not the suddenness of the announcement had anything to do with Philadelphians’ reaction, Michael Vick’s signing had a polarizing effect.",The New York Times,"Philadelphia  Fans in this sports-obsessed city were divided over the Eagles’ signing of Michael Vick, but they were united in at least one emotion: shock."
"From Vick, Gratitude and Remorse",2009-08-14,article,News,Sports,"['Cruelty to Animals', 'Football', 'Dogfighting']","Michael Vick acknowledged Friday that if he will have a sympathetic audience in the locker room, he is likely to face a far more contentious reception among fans.",The New York Times,"PHILADELPHIA  The Philadelphia Eagles’ owner, Jeffrey Lurie, said he wanted to see self-hatred in Michael Vick, wanted to know that the player his head coach and quarterback both wanted for the Eagles could grasp the “cruelty, the torture, the complete disregard for any definition of human decency” that disgusted Lurie. This week, in a one-on-one meeting, Lurie, who called himself an “extreme dog lover” who thinks every day about two family pets who have died in the last two years, said he came away convinced that Vick could do more than just provide a dynamic element to his offense. Vick, Lurie said, had so completely transformed his life that he could complete what has become his new mission: to help save more animals than he had harmed. "
Charities Ask a Court to Direct More of Helmsley’s Billions to Help Dogs,2009-08-10,article,News,New York,"['Dogs', 'Cruelty to Animals']",Three animal protection groups accused the trustees of Leona M. Helmsley’s estate of not following her wishes in disbursing funds from her trust.,The New York Times,"In 22 pages of legalese, a petition concerning the will of Leona M. Helmsley claims that a surrogate judge used “faulty reasoning” and that Attorney General Andrew M. Cuomo’s office issued “a cursory and incorrect analysis” before the estate’s trustees paid out millions in grants. "
Taking the Plunge With a New Dog,2009-07-20,article,News,Home & Garden,"['Families and Family Life', 'Dogs']",The first article in a weekly series about the challenges and satisfactions of raising a puppy through its first year of life.,The New York Times,This is the first article in a weekly series about the challenges and satisfactions of raising a puppy through its first year of life. 
A Home Gets Drools of Approval,2009-07-31,article,News,Real Estate,"['Dogs', 'Housing and Real Estate']","When Traci Schiffer moved, she wanted a bigger place in the East Village with outdoor space for the dogs.",The New York Times,TRACI SCHIFFER liked her East Village apartment just fine. But her dogs didn’t.
Dress Rehearsal,2009-07-31,article,News,Fashion & Style,"['Fashion and Apparel', 'Dogs', 'Cancer', 'Customs, Etiquette and Manners']","This week, answers to readers' questions about how to handle family theft, cutting in line, how to react when people say the worst things at the worst moments, and people who don't curb their dogs.",The New York Times,"My cousin and I have always been close. She came for a visit recently, and admired a dress in my closet. The next day, it was gone. When I asked if she had seen it, she said she hadn’t. Then I found it in her bag. "
3 Officers and Woman Hit by Gunfire Aimed at Dog,2009-07-09,article,News,New York,"['Police', 'Dogs']","Bullet fragments ricocheted after the police fired at a pit bull that charged at them late Wednesday night from an apartment on the Upper East Side, a police official said.",The New York Times,"Three police officers were hit by bullet fragments that ricocheted after the police fired at a pit bull charging at them from an apartment in a housing project on the Upper East Side late Wednesday night, a police official said."
It’s an Owner’s Scolding That Makes a ‘Guilty’ Dog,2009-06-15,article,News,Science,"['Psychology and Psychologists', 'Dogs', 'Science and Technology']","Your dog’s guilty look is related not so much to what it did, but to what you did, scientists say.",The New York Times,"You know that guilty look your dog gets, like when you come home and find it’s chewed up your favorite pair of Manolo Blahniks?"
"Redefining ‘Government Watchdog,’ One Bite at a Time",2009-07-18,article,News,New York,['Dogs'],"Since his arrival in Albany last year, Gov. David A. Paterson’s dog, Cheerio, has developed a reputation for bad behavior, including biting.",The New York Times,"ALBANY  At six pounds, much of it frizzy white fur, Cheerio Paterson looks harmless enough."
"It’s a Dog’s, Dog’s, Dog’s, Dog’s World",2007-07-01,article,News,New York,"['Animals', 'Dogs']","THE dog days typically describe the sultriest stretch of summer, when Sirius, the dog star, rises and sets with the sun. But in Connecticut these days, the term is taking on another meaning.",The New York Times,"THE dog days typically describe the sultriest stretch of summer, when Sirius, the dog star, rises and sets with the sun. But in Connecticut these days, the term is taking on another meaning."
Top Dog On the Hot Dog,2003-07-06,article,News,New York,['FRANKFURTERS'],"Article on John Fox, mail carrier from Union, NJ, who has become expert on hot dogs; list of his current New Jersey favorites; photo (M)",The New York Times,"LIKE many men, John Fox likes to blame his wife. Fourteen years ago when they were dating, she took him to the Galloping Hill Inn in Union for a hot dog after a softball game, and that's when it all started."
Dog Bites Dog,2002-09-29,article,News,Magazine,['Dogfighting'],"Shane DuBow article on dogfighting scene in Indianapolis; notes estimates that there are now 40,000 'doggers' in US and that worldwide proceeds from study fees, puppy sales and fight bets have soared into hundreds of millions; photos (L)",The New York Times,"The day will come, D. says, when he'll be famous, a known player in ''the game,'' when he will be more than just a laid-off tradesman, when he will in fact be a top breeder of fighting pit bulls and when all this ''wannabe stuff,'' these small-purse fights, will be in his past. And the dog that will help him do this, he hopes, is a young female named Roxy with a sleek athletic look. But before setting up a first sparring trial for her, the 20-something-year-old D., at a solid but cherubic 5-foot-4, wants to play me a tape. It's a video of some of his ''unofficial'' dogfights, a compilation meant to validate his wins and losses in a ''sport'' that's a felony in 46 states. As the VCR whirs on, D.'s family wanders in. We are now flanked not just by D.'s two house dogs -- a fight-scarred pit named Whopper (after the sandwich) and a tiny Pomeranian named Minnie -- but also by his sleepy blond wife and two pale sons, one of whom, the 3-year-old, stands close enough to touch the giant screen while we watch."
Decline of the Dog,2007-07-29,article,News,New York,['Cooking and Cookbooks'],Is halal replacing the city’s quintessential street food? And do they really put cottage cheese in that white sauce?,The New York Times,"THE detail springs out at you from the laminated articles that practically sheath his pushcart on the corner of 45th Street and Avenue of the Americas: Mohammed Rahman, owner of Kwik Meal and maker of a widely touted lamb-and-rice platter, once worked as a sous-chef at the celebrated Russian Tea Room. "
It’s a Dog-Eat-Dog World,2001-02-06,article,News,Education,[],"In this lesson, students learn about the dangers of owning and breeding aggressive dogs. They then debate whether aggressive dogs should be kept as pets.",The New York Times,Note: This lesson was originally published on an older version of The Learning Network; the link to the related Times article will take you to a page on the old site.
The Appeal of a Dog-Beat-Dog World,2000-07-16,article,News,Arts,"['Dogs', 'Television']",Comment on World Dog Show as television event; photo (S),The New York Times,"SAY what you will about dog shows, but where else are you going to learn that the first officer of the Titanic had a Newfoundland on board? Not in that high-priced, dog-ignoring Leonardo DiCaprio movie, that's for sure."
"Dog Bites Dog, So Man Bites Dog and Is Bitten",2002-07-18,article,News,New York,"['Dogs', 'PIT BULLS (DOGS)', 'Assaults', 'BITES']","Richard Robbins of Melville, Long Island, says he defended his Siberian husky against an attack by pit bull by biting pit bull's head; Robbins suffers injuries to his face, head, neck and arms in encounter with two pit bulls owned by Mary Graham; ...",The New York Times,It was the classic news story: man bites dog.
Our Dog,2003-11-09,article,News,New York,"['Dogs', 'Suburbs']",Marcia Worth-Baker Soapbox essay suggests suburban dog owners and would-be owners develop pet-sharing partnerships; drawing (M),The New York Times,"AROUND the corner, Chelsea barks all day long. Her owners don't hear her because they work late; then they come home and walk her briskly before bed. Down the block, Leslie's children pine for a puppy to play with, but she hesitates. ''Who would walk the dog at night, when the kids are in bed?'' she asks."
Dog Days,2003-08-17,article,News,Magazine,"['Cooking and Cookbooks', 'Recipes']",Jonathan Reynolds Food column on hot dogs; suggests variety of cooking techniques and maintains that buns and condiments are of equal importance; recipes for hot dog buns and sauerkraut; photo (M),The New York Times,"Back in the day, an expression that according to my son can mean either last week or the moment in 1517 when Martin Luther nailed his 95 theses to the cathedral door and began the Reformation but that in this case refers to the mid-1950's, hamburgers had underground cachet. The elite never admitted to eating them, but everybody cool did, from Jughead (America's first slacker) in the Archie comics to Kerouac and Cassady. Hot dogs were nowheresville, eaten only by baseball umpires. In the semi-holy war of hamburgers versus hot dogs, you could choose your friends by their preference: burgers were for winners, dogs were for also-rans."
On the Dog Walk,2003-07-27,article,News,New York,['Dogs'],Kathy Kafer essay on cameraderie that develops at local park during summer when owners walk their dogs; drawing (M),The New York Times,"NOW that summer vacation is here, and I'm no longer dashing off to the school where I teach, I give my 7-year-old golden retriever, Shadow, a special treat. Between 8 and 9 a.m., the usual leash restrictions are lifted at a nearby park, and Shadow, along with the other neighborhood dogs, is allowed to run free. Actually, that's a bit of an understatement: From 8 to 9, dogs rule."
"A Dog’s Life, Upgraded",2006-09-24,article,News,Business Day,"['Animals', 'Dogs']","Boarding industry for pets is experiencing sweeping changes as upscale luxury kennels are opening for dogs; Top Dog Country Club features artificial-turf lawn, play yard and tiled, in-ground heated swimming pool; activities match those humans woul...",The New York Times,"NEW GERMANY, Minn. - ON a sunny day in August, a half-dozen large dogs -- mostly Labrador retrievers -- bounded in and out of the swimming pool here at Top Dog Country Club. Others lounged on the artificial-turf lawn, or looked on with envy and vocal protests from ""time out"" pens on the edge of the play yard."
Who Invited the Dog?,2007-12-13,article,News,Fashion & Style,"['Holidays and Special Occasions', 'Parties (Social)', 'Dogs', 'Pets', 'Customs, Etiquette and Manners', 'Cats']",The boundaries between humans and animals have been eaten away to the point where devoted owners lose all perspective on the pet’s role in their social lives.,The New York Times,"IT was a dark and stormy night  actually four stormy nights  when Jayme Otto, 31, and her husband, Ryan Otto, 33, drove 1,200 miles from their home in Boulder, Colo., to her parents’ house in Cleveland for Christmas. "
"Man Uses Dog, or Dog Uses Man?",2002-12-08,article,News,Opinion,[],"Man Uses Dog, Or Dog Uses Man? To the Editor:.",The New York Times, To the Editor: 
For the Dog Owner Who Has Everything but the Dog,2003-08-10,article,News,New York,"['Dogs', 'Lost and Found Property']","Article on search for lost dog Arnold, owned by Robert Rufino of Wainscott, NY; dog bolted from house during July 26 birthday party in Sagaponack after being frightened by fireworks; Georgia pet detective Carl Washington, friends and neighbors joi...",The New York Times,"THE Hamptons, the summertime venue for charity events of all kinds, have a new cause célèbre. No, it's not the latest disease. It's Arnold, a Jack Russell terrier missing since July 26."
How to Add New Dog To Resident Dog's Turf,2000-02-20,article,News,New York,[],,The New York Times,THERE can be repercussions when another dog or puppy enters an existing dog's household. How best to deal with them?
"The Curtains, the Dog, the Remark",2007-05-27,article,News,New York,"['Women', 'Memorial Day']","It was a holiday weekend, but she was grumpy. And things really went downhill when the woman with the spaniel walked by.",The New York Times,"IT was Memorial Day weekend, the official start to the summer season, and although the stores were boasting sales even more spectacular than the week before, I was determined to do anything but shop. But there I was walking along Avenue of the Americas with my boyfriend, Steve, headed toward Bed, Bath & Beyond. I had agreed to go into Manhattan from Prospect Heights to stroll around Union Square and the Flatiron district. When Steve suggested that we stop into the store for bedroom curtains, I reluctantly said yes."
Dog Day at Christie’s,2007-06-22,article,News,Arts,"['Auctions', 'Art']","Bowing to a dog-crazed public, Christie’s is holding its first New York sale on Friday dedicated to dogs in art: 95 paintings and sculptures dating from the 17th century to the present.",The New York Times," Bowing to a dog-crazed public, Christie’s is holding its first New York sale today dedicated to dogs in art: 95 paintings and sculptures dating from the 17th century to the present."
Señor Hot Dog,2007-06-03,article,News,Sports,['Automobile Racing'],Why Juan Pablo Montoya gave up the Champagne and caviar of Formula One for the beer and Cheetos of Nascar.,The New York Times,"Juan Pablo Montoya has made quite an impression on Nascar’s top drivers since he decided last summer to forgo the Eurofabulous world of Formula One. Few drivers are as suited to changing disciplines as Montoya, a 31-year-old Colombian who won a CART title at 24, the Indy 500 on his first attempt and seven Formula One races. The talented, sometimes irascible driver has lodged himself in the top half of Nascar’s Nextel Cup rankings and, in March, won the Mexico City race in the Busch Series, Nascar’s second-highest level, before rankling officials by raising his middle finger to a TV camera in April. (He was later fined.) Here he talks about leaving Europe, aggressive driving and his unexpectedly proletarian tastes."
The New Silicon Valley: A Dog-Eat-Dog World,2004-09-26,article,News,Business Day,"['Mergers, Acquisitions and Divestitures', 'Ethics', 'Stocks and Bonds']","Lawyers are now advising executives of companies going public not to comment at all to press during quiet period, which begins when company files papers and ends at least 25 days after stock starts trading; respond to recent Securities and Exchang...",The New York Times,"MAY I buy your beloved pet dog, just so I can take him around back and shoot him? That's how the chief executive of PeopleSoft, Craig Conway, described the Oracle Corporation's hostile bid for his company, which Oracle intends to use to move PeopleSoft customers to its own software."
We Are the Dog,2008-09-18,article,News,Opinion,[],"When twentysomethings marry, former twentysomethings suddenly find themselves in an unsettling new category: friends of the parents.",The New York Times,"Chronicles of Middle Age, Chapter II (At Least): In Which I Attend a Wedding"
‘A Hairless Dog’,2008-11-13,article,News,Week in Review,[],,The New York Times,"Aired Wednesday night on “The Late Late Show With Craig Ferguson” on CBS: The transition is continuing in Washington. Vice President-elect Joe Biden is meeting with Dick Cheney tomorrow. Cheney will give Biden a tour of the V.P. residence and hand over the keys to the dungeon, that kind of thing."
Dealing With the Additional Dog,2000-01-30,article,News,New York,['Dogs'],Sarah Hodgson Pets column offers advice on introducing new puppy or dog to household that already has dog (M),The New York Times,THERE can be repercussions when another dog or puppy enters an existing dog's household. How best to deal with them?
A Dog's Luxe Life,2002-12-01,article,News,Style,"['Dogs', 'Wallpaper']","Dog-motif wallpapers, upholstered beds and other gift items for dogs described; photo (Pulse column) (M)",The New York Times,"This holiday season, dogs that prefer a path of refined tradition may enjoy a selection of accouterments that could add a little pedigree to even the motleyest mutt. To wallpaper a crate or an entire dog den, Tyler Hall makes Best in Show, a new wallpaper pattern printed with framed portraits of canines from Labrador retrievers to cocker spaniels. The paper, also appropriate for a master's library, comes in five colors including blue, red and yellow ($180 a roll at Gracious Home in New York, 212-517-6300)."
Dog Days,2006-01-04,article,News,Arts,[],,The New York Times,
Hair of the Dog,2006-07-18,article,News,Science,"['Dogs', 'Fur']",What makes my dog shed enough hair in the spring and fall to make another dog?,The New York Times,Q. What makes my dog shed enough hair in the spring and fall to make another dog? 
Rousseau's Dog,2006-03-14,article,News,Arts,[],,The New York Times,
‘Dog Days’,2008-08-19,article,News,Opinion,[],"The last, lazy, hot days of summer, with a canine theme.",The New York Times,"The dog days of summer are those hot and humid days that humble man and beast alike. I wanted to make a film that gave the feeling of surrendering to the heat of an August afternoon. Dogs, locked in fur coats all year ’round, look extra hot in the summer, so using them struck me as a good way to represent the way we feel. "
Dog Day,2008-09-06,article,News,Sports,[],"The overcast sky, low slung clouds and generally dreary vibe here at Boston College offered the appropriate image for this college football Saturday.",The New York Times,"CHESTNUT HILL, Mass. — The overcast sky, low slung clouds and generally dreary vibe here at Boston College offered the appropriate image for this college football Saturday. At least on paper. There are no inter-top 25 college football games this week, and while there may be some close games today, there sure won’t be any marquee games. "
Dog Days at the Ballpark,2005-08-12,article,News,Travel,"['Baseball', 'Minor Leagues', 'Dogs', 'Travel and Vacations']",Article on bring-your-dog-to-the-ballpark promotions that are becoming popular with fans attending both major and minor league baseball games; photo (M),The New York Times,"THERE'S a new breed of fan at the ballpark these days. Instead of heckling the opposing team's outfielders, they'd rather sniff out their neighbors in the stands. They're a well-behaved bunch who would never engage in a beer-fueled brawl. And they'll stay loyal no matter how many batters strike out."
‘The Lost Dog’,2008-05-04,article,News,Books,['Books and Literature'],"“Afterward, Tom would remember paddocks stroked with light. He would remember the spotted trunks of gum trees, the dog arching past to sniff along the fence.”",The New York Times,TUESDAY 
Sports of The Times; Mad Dog Is Still Top Dog,2000-09-29,article,News,Sports,"['Baseball', 'Biographical Information']","Ira Berkow Sports of The Times column on Atlanta Braves pitcher Greg Maddux notes that his scoreless inning streak ended at 39 1/3 innings when he lost to New York Mets, 8-2, on Sept 28; photo (M)",The New York Times,"HE is called Mad Dog the way bald guys are called Curly, or penny-pinchers are called Big Spenders. It is the flip side of what is. If he were, in fact, a canine, he might be the ultimate thinking man's pooch, a bloodhound, say, or one of those Labrador retrievers who remarkably leads the cops to the packet where the coke is stashed."
Happily Retired at 35 (in Dog Years),2005-02-14,article,News,Sports,"['Westminster Kennel Club Dog Show', 'DOG SHOWS']",Westminster Kennel Club Dog Show will open at Madison Square Garden (NYC); photos (M),The New York Times,"Retirement, for some, leads to thoughts of 401(k)'s, pensions and moving to a condo on a Florida beach or an Arizona golf course."
Dog gone,2008-05-11,article,News,World,[],,The New York Times,"Two dogs got onto the track during the GP2 race this morning in Istanbul. The area is known for wild dogs. One of the dogs, unfortunately, got killed by Bruno Senna’s car. Fortunately for Senna, though, only his car suffered. And he said goodbye to the points he was likely to score in the race, as he could not rejoin."
"Shooting Highlights the Risks Dogs Pose to Police, and Vice Versa",2009-07-10,article,News,New York,"['Firearms', 'Police', 'Dogs']","About one of every four times that city police officers fire their weapons, they are taking aim at dogs — and those shots are more accurate.",The New York Times," About one of every four times that city police officers fire their weapons, they are taking aim at dogs; and when they are shooting at dogs, their shots hit home more often than when they are firing at people, police statistics for recent years show."
